TreeRepresentative	ClusterID	GenomeID	Contig	ID	strand	start	end	DefenseSystem	Feature_type	gene	genomad_specificity_class	HMM_Annot_IDs	product_description	PlotLabel	fill
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051231.1	+	358704	359972	NA	CDS	NA	NA	PF00668	condensation domain-containing protein	PF00668	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051233.1	-	360370	360951	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_190304711.1	-	361504	362484	PDC-S08	CDS	NA	NA	PF06189	PDC-S08	PDC-S08	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051235.1	-	362610	366497	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051237.1	+	367189	369309	NA	CDS	fusA	NA	PF00009;PF00679;PF03144;PF03764;PF14492	elongation factor G	fusA	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051239.1	+	369510	370349	NA	CDS	NA	NA	PF03767	5'-nucleotidase%2C lipoprotein e(P4) family	PF03767	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051241.1	-	370466	372043	NA	CDS	NA	NA	PF09423;PF16655	alkaline phosphatase D family protein	PF09423;PF16655	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051243.1	-	372040	372594	NA	CDS	NA	NA	PF13302	GNAT family N-acetyltransferase	PF13302	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_007925526.1	+	372782	373189	NA	CDS	NA	CP	PF02472;COG0848;TIGR02804;K03559	Biopolymer transport protein ExbD	PF02472	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051245.1	+	373192	373938	NA	CDS	NA	CP	PF03544	energy transducer TonB family protein	PF03544	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051247.1	+	373963	376242	NA	CDS	NA	CP;PC	COG4773;K16091;K16091;COG4206;PF14905;PF07715;K16091;TIGR01776;COG4772;PF14905;PF07715;TIGR01776;COG4206;K16091;PF14905;PF07715;TIGR01776;K16091;COG4773;PF14905;PF07715;TIGR01779;COG4206;K16091;PF14905;TIGR01779;COG4206;K16091	Outer membrane cobalamin receptor protein;Outer membrane receptor for ferric coprogen and ferric-rhodotorulic acid;TonB-dependent lactoferrin and transferrin receptors;TonB-dependent vitamin B12 receptor	PF00593;PF07715	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051249.1	+	376281	376931	NA	CDS	NA	NA	PF01618	MotA/TolQ/ExbB proton channel family protein	PF01618	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_223815944.1	+	376995	378221	NA	CDS	NA	NA	PF13091	phospholipase D-like domain-containing protein	PF13091	else
WP_150051235.1	VII	GCF_008630565.1	NZ_VWPC01000012.1	WP_150051253.1	-	378271	380229	NA	CDS	NA	NA	PF00732;PF05199	GMC family oxidoreductase	PF00732;PF05199	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454330.1	+	30143	30946	NA	CDS	NA	NA	NA	tetratricopeptide repeat protein	tetratricopeptide repeat protein	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454331.1	+	30966	31832	NA	CDS	NA	CC;CP;CV	PF13464;PF13464;K15539;COG1426;PF13464;K15539;COG1426;TIGR02612;PF13464;PF13413;K15539;COG1426;TIGR00673;PF13464;PF13413;K15539;COG1426;TIGR02612	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains	PF13413;PF13464	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454332.1	+	31897	32535	NA	CDS	NA	NA	PF09976	YfgM family protein	PF09976	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_116865295.1	+	32535	33743	NA	CDS	bamB	NA	PF13360	outer membrane protein assembly factor BamB	bamB	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_079221625.1	+	33759	35156	NA	CDS	der	NA	PF01926;PF14714	ribosome biogenesis GTPase Der	der	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454333.1	+	35467	36600	NA	CDS	moeB	NA	PF00581;PF00899	molybdopterin-synthase adenylyltransferase MoeB	moeB	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454334.1	+	36901	38733	NA	CDS	NA	NA	PF00999;PF02254	monovalent cation:proton antiporter-2 (CPA2) family protein	PF00999;PF02254	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454335.1	+	38909	39784	NA	CDS	folD	NA	PF00763;PF02882	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	folD	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_116863273.1	+	40059	41516	NA	CDS	guaB	NA	PF00478;PF00571;PF03060	IMP dehydrogenase	guaB	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454336.1	+	41628	43193	NA	CDS	guaA	NA	PF00117;PF00958;PF02540	glutamine-hydrolyzing GMP synthase	guaA	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454337.1	+	44053	47688	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_246161255.1	+	47906	48403	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454338.1	+	48480	49262	NA	CDS	NA	NA	PF00106	3-hydroxybutyrate dehydrogenase	PF00106	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454339.1	-	49864	50220	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454340.1	-	50826	51221	NA	CDS	NA	NA	PF01638	winged helix-turn-helix transcriptional regulator	PF01638	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454341.1	+	51318	52055	NA	CDS	NA	NA	PF13561	SDR family NAD(P)-dependent oxidoreductase	PF13561	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454342.1	-	52079	52966	NA	CDS	NA	NA	PF06719;PF12833	AraC family transcriptional regulator	PF06719;PF12833	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454343.1	+	53099	53842	NA	CDS	NA	NA	PF13561	SDR family NAD(P)-dependent oxidoreductase	PF13561	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454344.1	+	53864	54265	NA	CDS	NA	NA	PF00903	VOC family protein	PF00903	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_246161256.1	+	54271	54618	NA	CDS	NA	PC	PF07080;COG3558;K01822;TIGR02246;PF07080;COG4538;K01822;TIGR02096	Uncharacterized conserved protein (DUF2358);Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily	PF12680	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_425473669.1	+	54653	55024	NA	CDS	NA	NA	PF00903	VOC family protein	PF00903	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454346.1	-	55056	55355	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454347.1	-	55544	55990	NA	CDS	NA	NA	PF01584	chemotaxis protein CheW	PF01584	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_246161257.1	-	56105	57871	NA	CDS	NA	NA	PF00563;PF00990;PF01590	bifunctional diguanylate cyclase/phosphodiesterase	PF00563;PF00990;PF01590	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_246161258.1	-	57992	59584	NA	CDS	NA	NA	PF00990;PF02743	sensor domain-containing diguanylate cyclase	PF00990;PF02743	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454348.1	-	59751	60584	NA	CDS	NA	NA	PF00106	oxidoreductase	PF00106	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_246161259.1	+	60685	61626	NA	CDS	NA	NA	PF06719;PF12833	AraC family transcriptional regulator	PF06719;PF12833	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_150454349.1	+	61756	62187	NA	CDS	NA	NA	PF04940	BLUF domain-containing protein	PF04940	else
WP_150454337.1	V	GCF_008710035.1	NZ_VYKI01000008.1	WP_108770666.1	+	62272	62535	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900347.1	+	117216	118283	NA	CDS	NA	NA	PF02333	phytase	PF02333	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900348.1	-	118319	118846	NA	CDS	NA	CC;CP	PF13590;COG4380;PF13590;COG4380;K21008;PF13590;COG4380;K21008;TIGR00752;PF13590;COG4380;K21008;TIGR04455;PF13590;COG4380;TIGR04455;PF13590;PF04202;COG4380;TIGR02747;PF13590;PF08139;COG4380;K21008;PF13590;PF08139;COG4380;K21008;TIGR00752;PF13590;PF20205;COG4380;K21008;TIGR02747	Foot protein 3;Neuraminyllactose-binding hemagglutinin precursor (NLBH);Prokaryotic membrane lipoprotein lipid attachment site	PF13590	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900349.1	-	118948	120438	NA	CDS	NA	NA	PF00082	S8 family peptidase	PF00082	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900350.1	-	120620	121621	NA	CDS	NA	NA	PF04389	M28 family peptidase	PF04389	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900351.1	+	121688	122506	NA	CDS	kdsA	NA	PF00793	3-deoxy-8-phosphooctulonate synthase	kdsA	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900352.1	+	122547	123500	NA	CDS	NA	NA	PF01841	transglutaminase domain-containing protein	PF01841	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900353.1	+	123533	124495	NA	CDS	NA	NA	PF01841	transglutaminase domain-containing protein	PF01841	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900354.1	-	124501	124848	NA	CDS	NA	CC;CP	PF08818;COG5649;PF08818;COG5649;K05937	Uncharacterized conserved protein YdhG, YjbR/CyaY-like superfamily, DUF1801 family	PF18899	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900355.1	+	124927	125535	NA	CDS	NA	CC	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900356.1	+	125564	125860	NA	CDS	NA	NA	PF13601	winged helix-turn-helix domain-containing protein	PF13601	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900357.1	+	125913	127286	NA	CDS	creD	CP	K06143;COG4452	Inner membrane protein involved in colicin E2 resistance	creD	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900358.1	+	127346	127714	NA	CDS	NA	CP	PF10990	ribosomal maturation YjgA family protein	PF10990	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900359.1	+	127772	128677	NA	CDS	NA	CC	PF11383;K20326;COG4313;PF13557;K20326;COG4313;PF20367;K20326;COG4313	Putative MetA-pathway of phenol degradation	PF11383;K20326;COG4313;PF13557;K20326;COG4313;PF20367;K20326;COG4313	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900545.1	-	128772	128993	NA	CDS	NA	NA	PF12843	DUF3820 family protein	PF12843	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900360.1	-	129038	130246	NA	CDS	NA	NA	PF05222	NAD(P)-dependent oxidoreductase	PF05222	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	F7018_RS12290	+	130466	130859	NA	tmRNA	ssrA	NA	NA	transfer-messenger RNA	ssrA	tmRNA
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900361.1	+	131233	134955	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900362.1	+	135274	135933	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900363.1	-	135995	137542	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_175578726.1	+	138067	138231	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900364.1	+	138348	138575	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900365.1	+	138616	138810	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900366.1	-	139927	140121	NA	CDS	NA	NA	PF01381	helix-turn-helix transcriptional regulator	PF01381	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900367.1	-	140118	140537	NA	CDS	NA	CC	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_246175173.1	-	140784	141155	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900368.1	+	141454	141837	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900369.1	-	142759	144306	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900370.1	-	144562	145239	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_150900371.1	-	145704	146654	NA	CDS	NA	CP	PF11751;PF07437;TIGR03519;COG2067;PF11751;TIGR03519	type IX secretion system membrane protein, PorP/SprF family	PF11751	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	WP_175578727.1	-	146665	148040	NA	CDS	NA	NA	PF02412;PF13585	T9SS type B sorting domain-containing protein	PF02412;PF13585	else
WP_150900361.1	III	GCF_008806755.1	NZ_WAAU01000024.1	F7018_RS18510	-	148233	148697	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556401.1	-	69078	69908	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556402.1	-	69920	70273	NA	CDS	NA	NA	PF12728	helix-turn-helix domain-containing protein	PF12728	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_210249377.1	-	70574	71197	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_125303105.1	-	71187	71543	NA	CDS	NA	NA	PF12599	DUF3768 domain-containing protein	PF12599	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556404.1	-	71614	72195	NA	CDS	NA	NA	PF00589	tyrosine-type recombinase/integrase	PF00589	integrase
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556405.1	-	72433	74481	NA	CDS	NA	VP	NA	hypothetical protein	hypothetical protein	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_192799277.1	-	74485	74961	NA	CDS	NA	NA	PF09851;PF14373	superinfection immunity protein	PF09851;PF14373	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556406.1	-	75076	75600	NA	CDS	NA	NA	PF05656;PF09851	DUF805 domain-containing protein	PF05656;PF09851	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556407.1	+	75756	76022	DMS_other	CDS	NA	NA	PF01381	Control_protein	Control_protein	DMS_other
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_125303090.1	+	76175	76399	DMS_other	CDS	NA	NA	PF01381	Control_protein	Control_protein	DMS_other
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556408.1	-	76818	78701	Lamassu_Family	CDS	NA	NA	NA	LmuB	LmuB	Lamassu_Family
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556409.1	-	78698	79201	Lamassu_Family	CDS	NA	NA	PF20288	LmuC	LmuC	Lamassu_Family
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556410.1	-	79189	79683	Lamassu_Family	CDS	NA	NA	PF20282	LmuA	LmuA	Lamassu_Family
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556411.1	-	79803	80573	DMS_other	CDS	istB	NA	PF01695	DrmD	DrmD	DMS_other
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556422.1	-	80735	82288	NA	CDS	istA	NA	PF08281;PF22483	IS21 family transposase	istA	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556412.1	-	82434	82955	Lamassu_Family	CDS	NA	NA	NA	LmuA	LmuA	Lamassu_Family
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556413.1	-	83160	86759	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556414.1	+	87603	89081	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556415.1	+	89094	89567	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_151556416.1	+	90730	91539	NA	CDS	NA	NA	PF01226	formate/nitrite transporter family protein	PF01226	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	F9K85_RS25185	-	91707	91895	NA	CDS	NA	NA	NA	transposase	transposase	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_012093623.1	+	92365	92691	NA	CDS	NA	PC	PF03860;TIGR04401	twin-arginine translocation signal/Cys-rich four helix bundle protein	PF03860;TIGR04401	else
WP_151652162.1	V	GCF_008932275.1	NZ_WBVZ01000018.1	WP_012093624.1	-	93504	94766	NA	CDS	NA	NA	PF00589;PF13356	tyrosine-type recombinase/integrase	PF00589;PF13356	integrase
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701304.1	-	3642493	3643956	NA	CDS	NA	NA	PF00672;PF02518;PF06580	sensor histidine kinase	PF00672;PF02518;PF06580	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701305.1	-	3643953	3644933	NA	CDS	NA	CP	PF00532;K10439;TIGR02955;COG4213	TMAO reductase system periplasmic protein TorT	PF13407	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701306.1	-	3645057	3646232	NA	CDS	NA	NA	PF02653	sugar ABC transporter permease	PF02653	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701307.1	-	3646246	3647766	NA	CDS	NA	NA	PF00005	sugar ABC transporter ATP-binding protein	PF00005	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701308.1	-	3647856	3648962	NA	CDS	NA	NA	PF13407	sugar ABC transporter substrate-binding protein	PF13407	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701309.1	-	3649947	3650516	NA	CDS	NA	NA	NA	SF0329 family protein	SF0329 family protein	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	PB01_RS21990	-	3650793	3650933	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701310.1	-	3651449	3653131	NA	CDS	NA	NA	PF10544	GIY-YIG nuclease family protein	PF10544	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_192797386.1	-	3653362	3653538	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701311.1	-	3653743	3654327	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701312.1	-	3654769	3656583	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701313.1	-	3656571	3658823	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_225986088.1	-	3659111	3659704	NA	CDS	NA	NA	PF00239	recombinase family protein	PF00239	integrase
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701314.1	+	3660804	3662564	NA	CDS	ltrA	NA	PF00078	group II intron reverse transcriptase/maturase	ltrA	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_225986089.1	+	3662629	3662814	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_192797388.1	-	3662860	3663522	NA	CDS	NA	NA	PF01596	O-methyltransferase	PF01596	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701317.1	+	3663648	3664535	NA	CDS	NA	NA	PF00126;PF03466	LysR family transcriptional regulator	PF00126;PF03466	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701318.1	-	3665355	3666128	NA	CDS	istB	NA	PF01695	IS21-like element helper ATPase IstB	istB	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_318837479.1	-	3666125	3667678	NA	CDS	istA	NA	NA	IS21 family transposase	istA	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701319.1	-	3668144	3669232	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701320.1	-	3669440	3669721	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701321.1	-	3670191	3671102	NA	CDS	NA	NA	PF00589;PF02899	tyrosine-type recombinase/integrase	PF00589;PF02899	integrase
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701322.1	-	3671197	3672828	NA	CDS	groL	VC	K04077;TIGR02348	chaperonin GroL	groL	else
WP_151701313.1	IV	GCF_008973485.1	NZ_CP031223.1	WP_151701323.1	-	3672863	3673147	NA	CDS	groES	VC	PF00166;COG0234	Chaperonin 10 Kd subunit	groES	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_004655450.1	-	98502	99179	NA	CDS	NA	NA	PF01058	NADH-quinone oxidoreductase subunit B family protein	PF01058	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_005151251.1	-	99186	99737	NA	CDS	ndhC	NA	PF00507	NADH-quinone oxidoreductase subunit A	ndhC	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_151716044.1	+	100135	101553	NA	CDS	NA	NA	PF00990	GGDEF domain-containing protein	PF00990	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_005191290.1	+	101646	102002	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_151716045.1	+	102165	103154	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_151716046.1	+	103174	103875	NA	CDS	NA	NA	PF00043;PF13409	glutathione S-transferase family protein	PF00043;PF13409	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_005151261.1	-	103977	105617	NA	CDS	bfmS	NA	PF00512;PF00672;PF02518	sensor histidine kinase BfmS	bfmS	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_004655457.1	-	105724	106440	NA	CDS	bfmR	NA	PF00072;PF00486	response regulator transcription factor BfmR	bfmR	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_005191300.1	+	106985	109819	NA	CDS	NA	NA	PF00317;PF02867;PF03477	ribonucleoside-diphosphate reductase subunit alpha	PF00317;PF02867;PF03477	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_004804753.1	+	109911	110042	NA	CDS	NA	NA	NA	hypothetical protein	hypothetical protein	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_151716047.1	+	110186	111469	NA	CDS	NA	NA	PF00268	ribonucleotide-diphosphate reductase subunit beta	PF00268	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_151716048.1	+	111740	115507	tmn	CDS	NA	NA	PF20693	Tmn	Tmn	tmn
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_151716049.1	-	115546	116163	NA	CDS	NA	NA	PF00440	TetR/AcrR family transcriptional regulator	PF00440	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_005191312.1	-	116776	117267	NA	CDS	NA	CP	PF01613;K09024;TIGR03615;COG1853;PF01613;K21185;TIGR03615;COG1853;PF01613;K23462;TIGR03615;COG1853;PF01613;TIGR02296;COG1853;K21185;PF01613;TIGR02296;K21185;COG1853	4-hydroxyphenylacetate 3-monooxygenase, reductase component;pyrimidine utilization flavin reductase protein F	PF01613	else
WP_151716048.1	III	GCF_008980925.1	NZ_BKGB01000009.1	WP_032864471.1	-	117355	118380	NA	CDS	NA	NA	PF01717	methionine synthase	PF01717	else
